x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47
-2.4000306129455566,2.400031805038452,1.002387654967606,-2.400024890899658,1.6000138521194458,1.0022029777243733,-2.40004301071167,0.8000162839889526,1.002268429659307,-2.400050163269043,-1.2679868177656317e-06,1.002287882603705,-2.4000799655914307,-0.8000307083129883,1.0026811422780155,-2.400097131729126,-1.6000598669052124,1.003235316388309,-2.400097608566284,-2.400080919265747,1.0041877142712474,-1.6000041961669922,2.4000048637390137,1.0018844332173467,-1.600022792816162,1.600015640258789,1.0016805144771934,-1.6000230312347412,0.8000139594078064,1.0015782266482711,-1.5999946594238281,-1.3633673461299622e-06,1.0015368886664509,-1.6000275611877441,-0.8000219464302063,1.001757121272385,-1.6000536680221558,-1.6000425815582275,1.0021898623928427,-1.6000609397888184,-2.4000723361968994,1.0026963787898422,-0.8000414967536926,2.400082588195801,1.0024574737623333,-0.7999882698059082,1.599990963935852,1.001402513794601,-0.8001341223716736,0.800122857093811,1.0003636148944497,-0.8002184629440308,-7.802849722793326e-06,1.0007248286530375,-0.8001311421394348,-0.7999598979949951,1.000413060300052,-0.7999910712242126,-1.6000043153762817,1.0013277919217944,-0.799997866153717,-2.4000132083892822,1.001507087983191,-1.4681771062896587e-05,2.400078535079956,1.0022557995840906,-1.5341354355769e-06,1.6000081300735474,1.001306194998324,-1.8982063920702785e-05,0.8002047538757324,1.0,9.153810424322728e-06,-4.06769868277479e-06,1.0005858658626676,-0.00012150734255556017,-0.8001101613044739,1.0003046744689346,-4.2456984374439344e-05,-1.5999826192855835,1.0006051746383309,1.115892609959701e-05,-2.3999996185302734,1.0011943884566425,0.8000131249427795,2.400069236755371,1.0018085933104157,0.7998808026313782,1.5998836755752563,1.0008080345764756,0.8000072240829468,0.8001031875610352,1.0006102627888322,0.7997804880142212,2.8160088731965516e-06,1.0004507737234234,0.8002438545227051,-0.8002439737319946,1.0002081802114844,0.7999672889709473,-1.5999780893325806,1.0006925566494465,0.8000171184539795,-2.4000165462493896,1.0011668327823282,1.6000077724456787,2.400059223175049,1.0026172793284058,1.6000211238861084,1.600061058998108,1.0014018186554312,1.60005784034729,0.8000712394714355,1.0008434626460074,1.6001064777374268,2.0632169253076427e-05,1.0006618824601172,1.599959135055542,-0.7999824285507202,1.0006704884395003,1.5999435186386108,-1.5999677181243896,1.000900473333895,1.6000267267227173,-2.400059938430786,1.0015985242649912,2.4000236988067627,2.3999950885772705,1.0022399716451764,2.4000463485717773,1.6000542640686035,1.0010321226343513,2.3997809886932373,0.799934446811676,1.000894387625158,2.399852752685547,-1.244532541022636e-06,1.0008689997345208,2.4000418186187744,-0.8000174760818481,1.0010577352717518,2.400069236755371,-1.600055456161499,1.0019109604880214
-2.4002063274383545,2.4002280235290527,1.011525891236961,-2.4002015590667725,1.599894642829895,1.0098815942928194,-2.400557279586792,0.8000913858413696,1.0106861148402095,-2.4005744457244873,5.147433694219217e-05,1.0105209774896502,-2.4007060527801514,-0.8002166748046875,1.0136300073191524,-2.4009060859680176,-1.6005282402038574,1.015110695771873,-2.4005630016326904,-2.400425434112549,1.0191048965975642,-1.6000276803970337,2.4000957012176514,1.0111172119900584,-1.600477695465088,1.5998750925064087,1.0094054878875613,-1.6000349521636963,0.8002722859382629,1.0088446612283588,-1.6001213788986206,-0.00012174237781437114,1.0072394851967692,-1.6002691984176636,-0.8001947402954102,1.0107186536118389,-1.6003080606460571,-1.6001882553100586,1.0125795201584697,-1.600400686264038,-2.400437116622925,1.0145568374916911,-0.8004084229469299,2.4007253646850586,1.01274100612849,-0.8000527620315552,1.59998619556427,1.008364679031074,-0.800833523273468,0.8008937239646912,1.007000618390739,-0.8012945055961609,0.00012813588546123356,1.0039403895661234,-0.8008773326873779,-0.7997226715087891,1.0065446044132114,-0.7999894022941589,-1.600173830986023,1.0062836107239126,-0.799992024898529,-2.4001545906066895,1.0095611346885562,-0.00013441758346743882,2.400692939758301,1.0121223850175738,-7.732841913821176e-05,1.600102186203003,1.0092903469130396,-0.0003323662967886776,0.8011329770088196,1.0024537043645978,0.00025291068595834076,-7.354561239480972e-05,1.0044979475066065,-0.0008052637567743659,-0.8007218241691589,1.0033270376548171,-0.00025870156241580844,-1.5999071598052979,1.0063762604817748,-5.062519267085008e-05,-2.3999667167663574,1.0061410396918655,0.8001152873039246,2.4005510807037354,1.0107698033377528,0.7992307543754578,1.59921133518219,1.0072126729413866,0.800093412399292,0.8007068037986755,1.0060497444495557,0.7984652519226074,1.7655787814874202e-05,1.004950710646808,0.8018649220466614,-0.8017186522483826,1.0042430701479315,0.7997883558273315,-1.59978187084198,1.0035462161526083,0.8001942038536072,-2.400172233581543,1.0069615099951625,1.6000497341156006,2.400153160095215,1.013284256272018,1.600171446800232,1.6004759073257446,1.0086048511788248,1.600506067276001,0.8006090521812439,1.0067184374853968,1.6006040573120117,0.00032828899566084146,1.005971099846065,1.59980309009552,-0.7998639345169067,1.006463431380689,1.5993932485580444,-1.599827766418457,1.0067452273890376,1.6002285480499268,-2.400484323501587,1.0097908953949808,2.400066375732422,2.3998007774353027,1.011850931160152,2.4003970623016357,1.6004207134246826,1.007801808528602,2.3986196517944336,0.7995150685310364,1.0070972798392177,2.3990583419799805,-8.03052716946695e-06,1.006989580206573,2.400331974029541,-0.8001347184181213,1.0079803605005144,2.4004616737365723,-1.6004438400268555,1.0110853634402155
-2.4005329608917236,2.4004313945770264,1.0267328630015253,-2.4005987644195557,1.5991557836532593,1.0236431423947214,-2.402508497238159,0.8002011179924011,1.025259870700538,-2.4026787281036377,0.0003858937998302281,1.0228948525711894,-2.402207374572754,-0.8005289435386658,1.031297734193504,-2.403214931488037,-1.601794958114624,1.0340407971665262,-2.4010329246520996,-2.4005820751190186,1.0403281990811228,-1.600091576576233,2.4005112648010254,1.0229267976805567,-1.6025571823120117,1.5986254215240479,1.0197251663729547,-1.5995957851409912,0.8012009263038635,1.0204776797816157,-1.6009811162948608,-0.0007798930164426565,1.0177775232121349,-1.6010537147521973,-0.8007019758224487,1.0250935665890575,-1.6005420684814453,-1.6000615358352661,1.028885634355247,-1.600969672203064,-2.4009320735931396,1.0334271542355418,-0.8016144037246704,2.4026451110839844,1.0285963455960154,-0.8006114959716797,1.6001065969467163,1.0200401775166392,-0.8019182682037354,0.8025909662246704,1.0177383736893535,-0.8028321862220764,0.0009780745021998882,1.010199904553592,-0.8021517395973206,-0.7993329763412476,1.0163650576397776,-0.8001149296760559,-1.601000428199768,1.0153447506949305,-0.7999919056892395,-2.400678873062134,1.022642431668937,-0.0005174762336537242,2.402555227279663,1.0258809505030513,-0.0005230417591519654,1.6006355285644531,1.0203288171812892,-0.0016087557887658477,0.8018489480018616,1.0075141210481524,0.0013792812824249268,-0.0003797370009124279,1.0114373068138958,-0.0019527245312929153,-0.8017992973327637,1.0096514616534114,-0.0005462280241772532,-1.5999051332473755,1.0160529504343867,-0.0006580485496670008,-2.3998489379882812,1.0149952391907573,0.8004058599472046,2.4018216133117676,1.022984309606254,0.7983128428459167,1.5983238220214844,1.0162842605635523,0.8004360795021057,0.801775336265564,1.0150160263106227,0.7959096431732178,3.900743831763975e-05,1.0095260406658053,0.8049960136413574,-0.8047749996185303,1.0098281834647058,0.799533486366272,-1.5991897583007812,1.00721478741616,0.8008341193199158,-2.4009203910827637,1.0156383435055614,1.6000785827636719,2.3987183570861816,1.029949083738029,1.6006016731262207,1.6016721725463867,1.0189924423024057,1.6017274856567383,0.8020089864730835,1.0162438736483455,1.6011260747909546,0.0016447483794763684,1.01446252387017,1.5999912023544312,-0.7996726036071777,1.0159504972025752,1.5976486206054688,-1.6000194549560547,1.0135862202569843,1.6008721590042114,-2.401737928390503,1.0212431965395807,2.399722099304199,2.3984572887420654,1.0258386091515421,2.401226758956909,1.6010652780532837,1.0187865899130701,2.397149085998535,0.7987229824066162,1.0153013901039958,2.398115396499634,-7.481066859327257e-06,1.0149612824246288,2.401249647140503,-0.8004974722862244,1.0176336262747645,2.4011456966400146,-1.6012576818466187,1.0249990455433726
-2.4012246131896973,2.4001071453094482,1.0479673270508647,-2.4010140895843506,1.598933219909668,1.0429428879544138,-2.4056179523468018,0.8005205988883972,1.0464429990574717,-2.407210350036621,0.001039379509165883,1.0426043466851116,-2.4033708572387695,-0.8004937171936035,1.0555872182175516,-2.4061903953552246,-1.6034551858901978,1.0592911557480693,-2.4016361236572266,-2.4008400440216064,1.068647358827293,-1.6003129482269287,2.401336908340454,1.0377147762104868,-1.60592520236969,1.5960807800292969,1.0334751800820232,-1.598819375038147,0.8018479943275452,1.0356872336193919,-1.6024616956710815,-0.0018998931627720594,1.03427053373307,-1.6023675203323364,-0.8015357255935669,1.0435958556458353,-1.6004327535629272,-1.5997275114059448,1.0497515503689647,-1.6014372110366821,-2.4014317989349365,1.0577487389370799,-0.8036418557167053,2.4060299396514893,1.0488337806984782,-0.8015062808990479,1.600494146347046,1.0347491006180645,-0.8035014271736145,0.8050418496131897,1.0315163342282176,-0.8050186038017273,0.0020595446694642305,1.0210315487906336,-0.8033419847488403,-0.7992802858352661,1.030232561044395,-0.8001206517219543,-1.6022049188613892,1.0298681847378612,-0.8001419305801392,-2.401862144470215,1.0387486748024821,-0.001309976214542985,2.4060146808624268,1.0446373323723674,-0.0015650864224880934,1.6023902893066406,1.0349700252339245,-0.0035300529561936855,0.801670253276825,1.014617571644485,0.003253490896895528,-0.0011104466393589973,1.0200223336741328,-0.0029456557240337133,-0.8031518459320068,1.0203511403128505,-0.0008193938992917538,-1.6001613140106201,1.0291249088570475,-0.001809675362892449,-2.4000818729400635,1.0274402455613016,0.8008896708488464,2.403993606567383,1.039759781770408,0.7980542778968811,1.5987650156021118,1.0291430513188242,0.8009973168373108,0.8028807044029236,1.0269222323223948,0.7928829789161682,5.756292011938058e-05,1.012845639102161,0.806414008140564,-0.8089250326156616,1.016699811629951,0.7994412183761597,-1.5985301733016968,1.0138218827173113,0.8019644618034363,-2.4030630588531494,1.0292156712338327,1.600001335144043,2.394097089767456,1.0504732076451182,1.601518988609314,1.6042637825012207,1.0332478789612651,1.6033258438110352,0.8036090731620789,1.0292395643517376,1.6014842987060547,0.003998991567641497,1.0258424143120646,1.6010979413986206,-0.7997503876686096,1.0288116447255016,1.5956931114196777,-1.6016587018966675,1.02241997461766,1.6021995544433594,-2.4043025970458984,1.0370352474972606,2.398933172225952,2.3958590030670166,1.0432350484654307,2.401824474334717,1.6007710695266724,1.0318902878090739,2.3971688747406006,0.7983457446098328,1.0243774328753352,2.3986337184906006,-9.88639221759513e-05,1.0261605618521572,2.403496503829956,-0.8013924360275269,1.0311362652108074,2.4020612239837646,-1.6018494367599487,1.0404004720970987
-2.4029762744903564,2.4003026485443115,1.0739293221756816,-2.4018008708953857,1.6001121997833252,1.0659580401703714,-2.4089958667755127,0.8010886311531067,1.072021120004356,-2.413800001144409,0.0019174223998561502,1.0682608060166239,-2.40376353263855,-0.7993467450141907,1.0838890365883709,-2.4087653160095215,-1.6047451496124268,1.0895970205590129,-2.4010627269744873,-2.401315450668335,1.102027564458549,-1.6006830930709839,2.402116060256958,1.0568872384354473,-1.6084635257720947,1.5934770107269287,1.0509855310246348,-1.5978736877441406,0.8016909956932068,1.0519924394413829,-1.6036624908447266,-0.0030329569708555937,1.0545560769364237,-1.6034574508666992,-0.8026202321052551,1.0665907267853618,-1.5989956855773926,-1.5998003482818604,1.07318446200341,-1.6003004312515259,-2.4006078243255615,1.083921423368156,-0.8057911992073059,2.4103076457977295,1.0730622247979045,-0.8032236099243164,1.6021684408187866,1.0512304989621044,-0.8054972887039185,0.8073257803916931,1.045827829055488,-0.8078544735908508,0.002558663487434387,1.0365829841420053,-0.8037476539611816,-0.8000561594963074,1.0479583184048533,-0.7995400428771973,-1.6029249429702759,1.0481640581414102,-0.8009595274925232,-2.40431547164917,1.0576148180291056,-0.0025457977317273617,2.4104533195495605,1.0679039005562663,-0.0031351593788713217,1.60536789894104,1.0522700516507029,-0.006058610510081053,0.8009152412414551,1.0243304834887386,0.005884196609258652,-0.0028693305794149637,1.0289638708159328,-0.003335367189720273,-0.8048373460769653,1.0333003751561045,-0.0010596893262118101,-1.6005967855453491,1.0440311638638378,-0.002946855267509818,-2.401434898376465,1.041241877488792,0.8014289736747742,2.4059290885925293,1.0601645616814495,0.7992675304412842,1.6003631353378296,1.04481514852494,0.8014602661132812,0.8041331171989441,1.039064406566322,0.7903429865837097,5.972863073111512e-05,1.017211798839271,0.8055111169815063,-0.8125685453414917,1.0241096464917063,0.7995160818099976,-1.5984336137771606,1.024563985876739,0.8033484220504761,-2.4059689044952393,1.0445721940323711,1.6000992059707642,2.3859705924987793,1.0715805582329632,1.6028039455413818,1.6075084209442139,1.0502576903626322,1.60459303855896,0.8042557835578918,1.0429407314583659,1.6010054349899292,0.006883163470774889,1.0378614179417491,1.602321982383728,-0.799913763999939,1.043527934961021,1.595826268196106,-1.605024814605713,1.0339257339760661,1.6036299467086792,-2.407116413116455,1.0560633746907115,2.3978054523468018,2.3910739421844482,1.0611773351952434,2.401609182357788,1.5984952449798584,1.0466381995007397,2.399803638458252,0.7988909482955933,1.0354884890839458,2.4013850688934326,-0.0010329295182600617,1.0381639174744486,2.406515121459961,-0.8025832772254944,1.047142129354179,2.403080940246582,-1.601914882659912,1.057828321866691
-2.4057204723358154,2.401637077331543,1.1028323344513773,-2.404019355773926,1.6030540466308594,1.0924820474907755,-2.411494731903076,0.8015793561935425,1.0998478154465556,-2.4212679862976074,0.002610413823276758,1.0964823297783732,-2.403400182723999,-0.7970561981201172,1.1123914412781597,-2.410714626312256,-1.6047592163085938,1.1206207303330302,-2.3979175090789795,-2.401243209838867,1.1360123328492044,-1.6010349988937378,2.402020215988159,1.077935655526817,-1.6082806587219238,1.591671109199524,1.0703530577942728,-1.5959453582763672,0.8003944158554077,1.0687453989312052,-1.6040846109390259,-0.0035424665547907352,1.0769979838654398,-1.6030561923980713,-0.8038077354431152,1.0908183554932476,-1.5966061353683472,-1.6007821559906006,1.098752258233726,-1.5958713293075562,-2.3968470096588135,1.1082412342354655,-0.8075336813926697,2.4146430492401123,1.1005942491814493,-0.8065106868743896,1.6045184135437012,1.0702815322205423,-0.8077262043952942,0.8085742592811584,1.0605023340508342,-0.8118572235107422,0.00209834985435009,1.05602120321244,-0.8036025762557983,-0.8010361790657043,1.0665919999405742,-0.797441303730011,-1.6019818782806396,1.0671381048485638,-0.8016464114189148,-2.407127857208252,1.0784522418305278,-0.003933894447982311,2.415036916732788,1.0935874752327799,-0.004866255912929773,1.6083890199661255,1.0716026310250162,-0.009025206789374352,0.8004017472267151,1.0354475013539195,0.008111166767776012,-0.004944315180182457,1.0371180884167552,-0.0027805801946669817,-0.8070427775382996,1.0478552142903208,-0.0011549530318006873,-1.6010255813598633,1.0578189377114176,-0.003076675347983837,-2.403501033782959,1.0581606869027018,0.801524817943573,2.4059574604034424,1.0828968338295817,0.8013375997543335,1.601340889930725,1.0617489961907267,0.8018515110015869,0.8055688738822937,1.0513159899041056,0.7888296842575073,-4.368748705019243e-05,1.0230189476534723,0.8032065033912659,-0.8141421675682068,1.0330099598690867,0.7996606826782227,-1.5989105701446533,1.0383416656777262,0.8039631247520447,-2.408208131790161,1.0610826854035258,1.6012660264968872,2.3760266304016113,1.091163831166923,1.603314757347107,1.6095824241638184,1.0680033997818827,1.6050528287887573,0.8036104440689087,1.0573357216641306,1.5992066860198975,0.009266478940844536,1.0502274886891245,1.6023460626602173,-0.7999275326728821,1.0571461717411876,1.5989818572998047,-1.6100194454193115,1.048151762895286,1.6040860414505005,-2.408205032348633,1.0780263428017496,2.397320032119751,2.383718490600586,1.078870187215507,2.4015016555786133,1.5951732397079468,1.0611035994812845,2.4034905433654785,0.7997804284095764,1.0491503528878092,2.405935764312744,-0.003442080458626151,1.0505852095410229,2.4081897735595703,-0.8032315969467163,1.0637958077713847,2.4034264087677,-1.6011312007904053,1.0767108802124858
-2.4090864658355713,2.404534339904785,1.1347814635559916,-2.407435178756714,1.6066491603851318,1.1210977486893534,-2.411579132080078,0.8016976714134216,1.127429793290794,-2.42671537399292,0.0029635820537805557,1.1258884171769024,-2.401491403579712,-0.7943045496940613,1.1396423844620585,-2.410148859024048,-1.6029595136642456,1.1504022483155132,-2.3910887241363525,-2.3988630771636963,1.168623044900596,-1.6015206575393677,2.401867389678955,1.0994493464753032,-1.6053416728973389,1.5913242101669312,1.0895117906853558,-1.5943423509597778,0.7987083792686462,1.0873624758049845,-1.6037132740020752,-0.0030210986733436584,1.1000772909447551,-1.6007000207901,-0.8036836385726929,1.1156056360527873,-1.5945887565612793,-1.6008055210113525,1.124235289506614,-1.5875964164733887,-2.389594554901123,1.1291765765473247,-0.8072888255119324,2.4175446033477783,1.128606617860496,-0.8099226951599121,1.6061021089553833,1.0908908538147808,-0.810357928276062,0.8083751797676086,1.0761847523972392,-0.8167235851287842,0.0011138825211673975,1.0750303296372294,-0.8028827905654907,-0.8014901280403137,1.0843628219887613,-0.7931666970252991,-1.5990930795669556,1.0854298190400005,-0.801278829574585,-2.4088034629821777,1.100002897195518,-0.004828657954931259,2.417989730834961,1.1191229275986552,-0.0068214512430131435,1.6103373765945435,1.0931938127800822,-0.011461123824119568,0.8004845976829529,1.0467534164711834,0.007795714307576418,-0.005297855939716101,1.0436249486729503,-0.0016249059699475765,-0.8089963793754578,1.0630831484124064,-0.0007701723952777684,-1.6019916534423828,1.0703438882157206,-0.0021716326009482145,-2.405299425125122,1.0778088120743632,0.8011243939399719,2.4045002460479736,1.1068924478814006,0.8030923008918762,1.5999212265014648,1.0780627636238933,0.8027814030647278,0.8068392276763916,1.0635158995911478,0.7884232997894287,-0.00044382622581906617,1.0290420500561595,0.8004480004310608,-0.8129477500915527,1.042147924117744,0.8001232147216797,-1.6001636981964111,1.0533991472050548,0.8028671145439148,-2.4087257385253906,1.0789124945923685,1.6038981676101685,2.3659210205078125,1.1085531071946024,1.6035356521606445,1.609060287475586,1.0881189088150858,1.60438072681427,0.8018940091133118,1.0709227303788065,1.5966949462890625,0.010196258313953876,1.0623420218750834,1.6005902290344238,-0.7999966144561768,1.0698701385781169,1.603512167930603,-1.6148240566253662,1.0648530558869242,1.604066252708435,-2.4074878692626953,1.1005681566521526,2.3980624675750732,2.3746235370635986,1.0944326214119793,2.4019458293914795,1.5908979177474976,1.0736479477211833,2.4064230918884277,0.8004264831542969,1.063978283815086,2.4114925861358643,-0.005970881320536137,1.064352205209434,2.4064621925354004,-0.8023049831390381,1.0793803362175822,2.401185989379883,-1.5985355377197266,1.093854022435844
-2.4121522903442383,2.4088361263275146,1.1676247767731547,-2.411303758621216,1.608910083770752,1.1516925267502665,-2.407344341278076,0.8009762167930603,1.1538116006180643,-2.4271130561828613,0.0032685070764273405,1.1551568822190166,-2.3961730003356934,-0.7916460633277893,1.1648980359360575,-2.4047374725341797,-1.5990564823150635,1.1776954631134868,-2.380544900894165,-2.393075466156006,1.1984930400177836,-1.6018861532211304,2.402529716491699,1.121609399728477,-1.601275086402893,1.5930532217025757,1.1075489882752299,-1.5942509174346924,0.7972938418388367,1.105482542924583,-1.6017687320709229,-0.0018733354518190026,1.1222963456436992,-1.5959690809249878,-0.801865816116333,1.1421800975129008,-1.5929787158966064,-1.597569227218628,1.1500604419037699,-1.5759047269821167,-2.379438638687134,1.14704286377877,-0.8041177988052368,2.4167661666870117,1.1544418124482037,-0.8113518357276917,1.6051291227340698,1.1102291874215007,-0.8122323751449585,0.8065614700317383,1.0930301694199442,-0.8207255601882935,0.00033729386632330716,1.0925553039833904,-0.8012611269950867,-0.8011561036109924,1.1019847277924417,-0.7866414785385132,-1.595298409461975,1.1016083530709146,-0.7994705438613892,-2.408200740814209,1.1213651541993022,-0.0043328264728188515,2.416682481765747,1.1423282985016703,-0.008602404035627842,1.6104010343551636,1.1150676135346294,-0.012154767289757729,0.8007314801216125,1.0575981668755412,0.004420120734721422,-0.00328700989484787,1.051824837140739,-8.326063107233495e-05,-0.8100330233573914,1.0773194126412273,0.0003912130487151444,-1.6036595106124878,1.0816514090821148,-0.00042011920595541596,-2.4060981273651123,1.0988792089745403,0.8007975816726685,2.402928590774536,1.1302194337174296,0.804117739200592,1.5954673290252686,1.0925480584427714,0.8052505254745483,0.807957649230957,1.0743223981186747,0.7894045114517212,-0.0010107443667948246,1.0347336618229748,0.7977498173713684,-0.8104318976402283,1.0513649813458323,0.8009288907051086,-1.6018900871276855,1.0676507930085062,0.8006315231323242,-2.4065470695495605,1.0971172622963785,1.6069291830062866,2.355144500732422,1.1238837270066142,1.6049997806549072,1.6061419248580933,1.1079006008431316,1.60291588306427,0.798980176448822,1.0821397856995463,1.5946990251541138,0.008901918306946754,1.0743483762070536,1.597823977470398,-0.8006069660186768,1.0822716216370463,1.607864260673523,-1.6176433563232422,1.0824054889008403,1.6047803163528442,-2.406247138977051,1.1215576295182108,2.4000813961029053,2.3641443252563477,1.1071219519898294,2.4026010036468506,1.5854158401489258,1.084225285463035,2.4069137573242188,0.7999594807624817,1.0782232956215738,2.4155430793762207,-0.006595937069505453,1.0779822973534465,2.400737762451172,-0.7994224429130554,1.0928372649475933,2.3952322006225586,-1.5935100317001343,1.110615554265678
-2.413670539855957,2.4131879806518555,1.1998088959977031,-2.414914608001709,1.609477162361145,1.1824203995987772,-2.3977110385894775,0.7995062470436096,1.1779399518296123,-2.4212088584899902,0.0037727546878159046,1.1825755528733133,-2.3860599994659424,-0.7888623476028442,1.1878486470505596,-2.393211841583252,-1.5928139686584473,1.2039500407502055,-2.366361618041992,-2.383455753326416,1.224667022638023,-1.601325273513794,2.4028329849243164,1.1436422519013285,-1.5980249643325806,1.596765160560608,1.1243128089234233,-1.596269965171814,0.7963661551475525,1.1221551398560405,-1.5973308086395264,-0.0008699028403498232,1.1439793233200908,-1.5883290767669678,-0.79926997423172,1.1687031678482889,-1.5909842252731323,-1.591456413269043,1.1780009345337747,-1.5617358684539795,-2.36726713180542,1.163692386560142,-0.7986840009689331,2.4107065200805664,1.1771017579361795,-0.809576690196991,1.6007411479949951,1.1277914408966898,-0.8120444416999817,0.8036724925041199,1.1092575697228313,-0.8216950297355652,1.6724211491236929e-06,1.1087925676628947,-0.7984364628791809,-0.8004315495491028,1.1182723883911967,-0.778060257434845,-1.5911871194839478,1.1155009941384195,-0.7962331175804138,-2.405134677886963,1.1419323758408426,-0.0019203638657927513,2.409104108810425,1.163145502023399,-0.009336801245808601,1.6074650287628174,1.1381059293076397,-0.01164997648447752,0.8010573983192444,1.0685479525849222,0.000542104709893465,0.00024774501798674464,1.0616290048882364,0.0018483813619241118,-0.8100431561470032,1.0897097305580974,0.002487238496541977,-1.6060787439346313,1.0915264014527202,0.001777221797965467,-2.4055068492889404,1.1195124987885356,0.801311194896698,2.4009273052215576,1.1507997731491924,0.8047401905059814,1.5885370969772339,1.1060087851807474,0.8092103600502014,0.8087062239646912,1.0833878711983562,0.7919996380805969,-0.001494657015427947,1.0400012270733714,0.79570072889328,-0.8084846138954163,1.0613195208832622,0.8022696375846863,-1.6038432121276855,1.08012880127877,0.798862874507904,-2.4009482860565186,1.1148012594506145,1.6098194122314453,2.343130111694336,1.1366384963318705,1.6080405712127686,1.601315975189209,1.1270377902314066,1.6015461683273315,0.7949038743972778,1.0907945732399822,1.5938752889633179,0.006074375007301569,1.0860871605202556,1.5948885679244995,-0.8013753890991211,1.0932752732560038,1.6102657318115234,-1.6171883344650269,1.0994826916977762,1.6059588193893433,-2.4041504859924316,1.1402229289337993,2.402608633041382,2.351602077484131,1.1176349453255534,2.403404474258423,1.5788981914520264,1.0929930905625225,2.4050416946411133,0.7979114055633545,1.090369782857597,2.4158356189727783,-0.005670072510838509,1.0898371533676983,2.3919730186462402,-0.7949997782707214,1.1043687109276652,2.386154890060425,-1.5873664617538452,1.128591683320701
-2.41251802444458,2.416701316833496,1.2318248442932962,-2.4163992404937744,1.6089670658111572,1.212717888765037,-2.3834633827209473,0.7970888018608093,1.2015522746369243,-2.410658359527588,0.004953568335622549,1.2098511866852641,-2.3708958625793457,-0.7854810357093811,1.2081950978562235,-2.376478672027588,-1.5848324298858643,1.2292170647904277,-2.348721981048584,-2.3703768253326416,1.2502319936081767,-1.5991672277450562,2.400989532470703,1.1642157248780132,-1.5965745449066162,1.60107421875,1.1410814360901713,-1.5993032455444336,0.7961187362670898,1.138300049714744,-1.5907615423202515,-0.0004769540100824088,1.1644870356842876,-1.5792404413223267,-0.7973451614379883,1.1941240433976055,-1.5881011486053467,-1.584734320640564,1.205627816133201,-1.5463515520095825,-2.354313850402832,1.1795917348191143,-0.7912545204162598,2.3990864753723145,1.1971448115631937,-0.8046514987945557,1.5939362049102783,1.1439440182968974,-0.8100636601448059,0.8002591133117676,1.1234950427338481,-0.8185219764709473,-0.0005364810931496322,1.1244054774567485,-0.7943702936172485,-0.7997710704803467,1.132067540101707,-0.768325686454773,-1.5875694751739502,1.1315207986161113,-0.791699230670929,-2.399688720703125,1.1621049336716531,0.0026327488012611866,2.3952269554138184,1.1815672997757791,-0.007933376356959343,1.6011484861373901,1.1596310214325785,-0.011556770652532578,0.8016799688339233,1.0798122004792094,-0.00023122792481444776,0.00437815859913826,1.0706282452866436,0.004192568827420473,-0.8089792132377625,1.1001675490662455,0.005374102853238583,-1.609134316444397,1.100135269574821,0.00433974526822567,-2.4028263092041016,1.1391817454621196,0.8029078245162964,2.3964591026306152,1.1719204453751444,0.8056446313858032,1.5809273719787598,1.1185024861618875,0.814292848110199,0.8089084625244141,1.0912685231491923,0.7959052920341492,-0.0018426708411425352,1.0441279665753245,0.7943732738494873,-0.8078122138977051,1.0705912880226969,0.804119884967804,-1.605507254600525,1.0905241994187236,0.7985503077507019,-2.391946315765381,1.131715977601707,1.6123555898666382,2.328702449798584,1.145815041474998,1.6118394136428833,1.595589280128479,1.1441822842881084,1.601150393486023,0.7900784015655518,1.0982452706620096,1.593689203262329,0.002897493774071336,1.0968690614029766,1.592934012413025,-0.8021390438079834,1.102584205083549,1.6100051403045654,-1.6134729385375977,1.115137072019279,1.6061192750930786,-2.3994083404541016,1.1560730962082744,2.4048521518707275,2.336756706237793,1.12536712449044,2.4041948318481445,1.5715322494506836,1.100062299184501,2.4012444019317627,0.7940155267715454,1.1019058422371746,2.4119582176208496,-0.004477791488170624,1.0996598963066935,2.3814635276794434,-0.7895923852920532,1.1143216518685222,2.3748364448547363,-1.5809688568115234,1.145488999299705
