actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3
-1.5672601461410522,-0.786565363407135,1.0146911144256592,-1.5672601461410522,-0.786565363407135,1.0146911144256592,-1.6130564212799072,-2.279616117477417,1.0092434883117676,-1.6130564212799072,-2.279616117477417,1.0092434883117676,-2.3886516094207764,-2.2965118885040283,1.0588549375534058,-2.3886516094207764,-2.2965118885040283,1.0588549375534058,-0.6210009455680847,-1.3346508741378784,0.006028402131050825,-0.6210009455680847,-1.3346508741378784,0.006028402131050825
