actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3
-1.5297313928604126,2.4288554191589355,0.009347968734800816,-1.603399395942688,2.4548816680908203,1.0723707688557915,-2.4388062953948975,2.4223225116729736,0.017705120146274567,-2.417954444885254,2.4420394897460938,1.068317528318148,-1.6105430126190186,-0.7939819693565369,0.028196094557642937,-1.61673903465271,-0.8314789533615112,1.0660319933402351,-0.03154629468917847,-0.811116635799408,0.019579550251364708,0.0561621896922588,-0.8238773345947266,1.0558349019992166
