actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4,actual_x_5,actual_y_5,actual_z_5,target_x_5,target_y_5,target_z_5
-0.8104860186576843,0.02098068594932556,0.004884548485279083,-0.7771545648574829,-0.0132209574803709,1.052129547323566,-0.026875633746385574,0.83453369140625,6.734849739586934e-05,0.0568351186811924,0.839819073677063,1.0559946416276509,-0.0005370400031097233,-0.013941016048192978,3.74755181837827e-05,0.0377381518483161,0.0011828687274828,1.0588508325326256,-0.7768016457557678,0.8330882787704468,0.002593117067590356,-0.7683348655700684,0.8207758069038391,1.0495523675787262,-1.6146010160446167,0.0043780626729130745,0.005044138990342617,-1.5837291479110718,0.0035881763324141,1.0641294424044898,-1.5762345790863037,0.8527826070785522,0.003134714439511299,-1.595028042793274,0.821517288684845,1.0666103583383373
