actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3
-1.5281550884246826,2.4288876056671143,0.009195307269692421,-1.603399395942688,2.4548816680908203,1.0723707688557915,-2.366706609725952,2.5268778800964355,0.011690380051732063,-2.417954444885254,2.4420394897460938,1.068317528318148,-1.6111207008361816,-0.795640230178833,0.028313197195529938,-1.61673903465271,-0.8314789533615112,1.0660319933402351,-0.0318104587495327,-0.81801438331604,0.018245017156004906,0.0561621896922588,-0.8238773345947266,1.0558349019992166
