actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4,actual_x_5,actual_y_5,actual_z_5,target_x_5,target_y_5,target_z_5
-1.6242667436599731,-1.5813068151474,1.0187822580337524,-1.6242667436599731,-1.5813068151474,1.0187822580337524,-0.03994125500321388,-0.8459630608558655,0.004651088733226061,-0.03994125500321388,-0.8459630608558655,0.004651088733226061,-0.8122661113739014,-1.586342215538025,0.009584926068782806,-0.8122661113739014,-1.586342215538025,0.009584926068782806,-2.3861336708068848,-1.4840748310089111,0.014914284460246563,-2.3861336708068848,-1.4840748310089111,0.014914284460246563,-1.6168808937072754,-0.7835296392440796,0.013961204327642918,-1.6168808937072754,-0.7835296392440796,0.013961204327642918,-0.7467412352561951,-0.8676636815071106,-0.06130073219537735,-0.7467412352561951,-0.8676636815071106,-0.06130073219537735
