actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4,actual_x_5,actual_y_5,actual_z_5,target_x_5,target_y_5,target_z_5
-0.8137661814689636,-8.965624147094786e-05,1.065545678138733,-0.8137661814689636,-8.965624147094786e-05,1.065545678138733,-0.021909639239311218,0.8269840478897095,-0.0006330895703285933,-0.021909639239311218,0.8269840478897095,-0.0006330895703285933,0.006115397438406944,0.00039312694570980966,0.0011309391120448709,0.006115397438406944,0.00039312694570980966,0.0011309391120448709,-0.8044906854629517,0.8474316000938416,-0.00030941772274672985,-0.8044906854629517,0.8474316000938416,-0.00030941772274672985,-1.6055091619491577,-0.009988555684685707,0.008215095847845078,-1.6055091619491577,-0.009988555684685707,0.008215095847845078,-1.7489591836929321,0.7872316837310791,-0.29763343930244446,-1.7489591836929321,0.7872316837310791,-0.29763343930244446
