actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3
-1.5285178422927856,2.428586006164551,0.009079994633793831,-1.603399395942688,2.4548816680908203,1.0723707688557915,-2.432560443878174,2.423579216003418,0.012882033362984657,-2.417954444885254,2.4420394897460938,1.068317528318148,-1.6085891723632812,-0.7947379350662231,0.029838383197784424,-1.61673903465271,-0.8314789533615112,1.0660319933402351,-0.03371858224272728,-0.8174530863761902,0.018229233101010323,0.0561621896922588,-0.8238773345947266,1.0558349019992166
