actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3
-1.6134787797927856,-0.7633259296417236,0.014110001735389233,-1.6461132764816284,-0.8041675090789795,1.0701719442820177,-1.6307677030563354,-2.253635883331299,0.017673786729574203,-1.5756795406341553,-2.4620556831359863,1.0287902297144755,-2.378208875656128,-2.279564380645752,0.02295585162937641,-2.4478087425231934,-2.389736652374268,1.0636749710058793,-0.8130921125411987,-1.577579379081726,0.011983954347670078,-0.804913341999054,-1.6434392929077148,1.0457842695927246
