actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4,actual_x_5,actual_y_5,actual_z_5,target_x_5,target_y_5,target_z_5,actual_x_6,actual_y_6,actual_z_6,target_x_6,target_y_6,target_z_6,actual_x_7,actual_y_7,actual_z_7,target_x_7,target_y_7,target_z_7,actual_x_8,actual_y_8,actual_z_8,target_x_8,target_y_8,target_z_8,actual_x_9,actual_y_9,actual_z_9,target_x_9,target_y_9,target_z_9,actual_x_10,actual_y_10,actual_z_10,target_x_10,target_y_10,target_z_10,actual_x_11,actual_y_11,actual_z_11,target_x_11,target_y_11,target_z_11,actual_x_12,actual_y_12,actual_z_12,target_x_12,target_y_12,target_z_12,actual_x_13,actual_y_13,actual_z_13,target_x_13,target_y_13,target_z_13,actual_x_14,actual_y_14,actual_z_14,target_x_14,target_y_14,target_z_14,actual_x_15,actual_y_15,actual_z_15,target_x_15,target_y_15,target_z_15,actual_x_16,actual_y_16,actual_z_16,target_x_16,target_y_16,target_z_16,actual_x_17,actual_y_17,actual_z_17,target_x_17,target_y_17,target_z_17,actual_x_18,actual_y_18,actual_z_18,target_x_18,target_y_18,target_z_18,actual_x_19,actual_y_19,actual_z_19,target_x_19,target_y_19,target_z_19,actual_x_20,actual_y_20,actual_z_20,target_x_20,target_y_20,target_z_20,actual_x_21,actual_y_21,actual_z_21,target_x_21,target_y_21,target_z_21,actual_x_22,actual_y_22,actual_z_22,target_x_22,target_y_22,target_z_22,actual_x_23,actual_y_23,actual_z_23,target_x_23,target_y_23,target_z_23,actual_x_24,actual_y_24,actual_z_24,target_x_24,target_y_24,target_z_24,actual_x_25,actual_y_25,actual_z_25,target_x_25,target_y_25,target_z_25,actual_x_26,actual_y_26,actual_z_26,target_x_26,target_y_26,target_z_26,actual_x_27,actual_y_27,actual_z_27,target_x_27,target_y_27,target_z_27,actual_x_28,actual_y_28,actual_z_28,target_x_28,target_y_28,target_z_28
-1.5256026983261108,2.4324188232421875,0.01859082654118538,-1.603399395942688,2.4548816680908203,1.0723707688557915,-2.4395954608917236,2.379101276397705,0.10100986063480377,-2.417954444885254,2.4420394897460938,1.068317528318148,-1.6099786758422852,-0.7887623310089111,0.02451820857822895,-1.61673903465271,-0.8314789533615112,1.0660319933402351,-0.033274825662374496,-0.8204097151756287,0.016713876277208328,0.0561621896922588,-0.8238773345947266,1.0558349019992166,0.01612003706395626,-0.012292693369090557,0.0006056916899979115,0.0377381518483161,0.0011828687274828,1.0588508325326256,0.012749907560646534,0.8126608729362488,6.445547478506342e-05,0.0568351186811924,0.839819073677063,1.0559946416276509,-1.5715328454971313,0.8604503870010376,0.01887429505586624,-1.595028042793274,0.821517288684845,1.0666103583383373,-1.5848045349121094,-0.03416017070412636,0.030744321644306183,-1.5837291479110718,0.0035881763324141,1.0641294424044898,-0.8009023666381836,-0.8105167150497437,0.023779602721333504,-0.8006933331489563,-0.8313470482826233,1.0702731483685783,0.05315966531634331,0.0002513103245291859,-0.1450260430574417,-2.4341816902160645,0.8272641897201538,1.0862187589216046,-0.8108225464820862,-1.5849555730819702,0.025088388472795486,-0.754141092300415,-1.6362087726593018,1.0517621081578543,-2.3544857501983643,-2.2669529914855957,0.030829880386590958,-2.424410820007324,-2.4413866996765137,1.0571291206884197,0.021509824320673943,-1.5931369066238403,0.005804996006190777,0.0700943395495414,-1.6413880586624146,1.0280101868989877,-2.3021562099456787,1.5448472499847412,0.0005633700639009476,-2.4047436714172363,1.6311372518539429,1.0658866471159272,0.0394306480884552,1.6323175430297852,-0.00257052481174469,0.0109609542414546,1.6539512872695925,1.0365873540150932,0.00417175330221653,-2.3720409870147705,0.027699923142790794,0.057085208594799,-2.4547526836395264,1.0187738163578324,-1.6363178491592407,-2.27773118019104,0.03949303925037384,-1.6277484893798828,-2.447227716445923,1.0427934676068835,-1.6551247835159302,-1.5773937702178955,0.03127817064523697,-1.6310687065124512,-1.6544055938720703,1.0694462101864628,0.02272161655128002,2.4284708499908447,-0.008220390416681767,0.007426768541336,2.445145606994629,1.0252626580479554,-0.8493936061859131,-2.3137564659118652,0.036505796015262604,-0.7397182583808899,-2.4374001026153564,1.025488142039161,-0.8193314075469971,0.05613183230161667,0.02961447648704052,-0.7771545648574829,-0.0132209574803709,1.052129547323566,0.7983875274658203,2.39939546585083,-0.012308618053793907,0.8406718969345093,2.4465482234954834,1.037462958197575,0.00600544735789299,0.004407588858157396,-1.3569464683532715,-0.8005973100662231,2.44303560256958,1.0372370668458752,-1.569020390510559,1.5309398174285889,0.027220165356993675,-1.5925230979919434,1.642702341079712,1.070674012820702,-2.384169578552246,-0.7840602993965149,0.03194234147667885,-2.408346176147461,-0.8182922601699829,1.0684029328036122,-0.8035219311714172,1.6202020645141602,0.012950796633958817,-0.7696056365966797,1.6410666704177856,1.0519566418039612,-2.377929210662842,-0.023025937378406525,0.025599395856261253,-2.3971447944641118,-0.0036151593085378,1.065911059777718,-2.378324031829834,-1.4873028993606567,0.05651833117008209,-2.435221672058105,-1.643542766571045,1.088750593106728,-0.7959299087524414,0.8350330591201782,0.02979184128344059,-0.7683348655700684,0.8207758069038391,1.0495523675787262
