actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4
-1.6515214443206787,-1.5547916889190674,0.0170099176466465,-1.6554158926010132,-1.615850806236267,1.0589756866311653,-0.06610387563705444,-0.8601959943771362,0.0020706397481262684,0.0021779416128993,-0.8454632759094238,1.06735172703024,-0.821766197681427,-1.596998691558838,0.005575335118919611,-0.804913341999054,-1.6434392929077148,1.0457842695927246,-2.4224672317504883,-1.4649280309677124,0.02077053114771843,-2.461656093597412,-1.6055094003677368,1.0491212422167882,-1.6064144372940063,-0.7793904542922974,0.015428878366947174,-1.6461132764816284,-0.8041675090789795,1.0701719442820177
