actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4
-1.634061336517334,-1.5818021297454834,0.7986826300621033,-1.634061336517334,-1.5818021297454834,0.7986826300621033,-0.054932281374931335,-0.8355705142021179,0.0032342036720365286,-0.054932281374931335,-0.8355705142021179,0.0032342036720365286,-0.8202680349349976,-1.6054426431655884,0.014429776929318905,-0.8202680349349976,-1.6054426431655884,0.014429776929318905,-2.383051872253418,-1.4960530996322632,0.016684170812368393,-2.383051872253418,-1.4960530996322632,0.016684170812368393,-1.6200395822525024,-0.7771610617637634,0.017279064282774925,-1.6200395822525024,-0.7771610617637634,0.017279064282774925
