actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4,actual_x_5,actual_y_5,actual_z_5,target_x_5,target_y_5,target_z_5,actual_x_6,actual_y_6,actual_z_6,target_x_6,target_y_6,target_z_6,actual_x_7,actual_y_7,actual_z_7,target_x_7,target_y_7,target_z_7,actual_x_8,actual_y_8,actual_z_8,target_x_8,target_y_8,target_z_8,actual_x_9,actual_y_9,actual_z_9,target_x_9,target_y_9,target_z_9,actual_x_10,actual_y_10,actual_z_10,target_x_10,target_y_10,target_z_10,actual_x_11,actual_y_11,actual_z_11,target_x_11,target_y_11,target_z_11,actual_x_12,actual_y_12,actual_z_12,target_x_12,target_y_12,target_z_12,actual_x_13,actual_y_13,actual_z_13,target_x_13,target_y_13,target_z_13,actual_x_14,actual_y_14,actual_z_14,target_x_14,target_y_14,target_z_14,actual_x_15,actual_y_15,actual_z_15,target_x_15,target_y_15,target_z_15,actual_x_16,actual_y_16,actual_z_16,target_x_16,target_y_16,target_z_16,actual_x_17,actual_y_17,actual_z_17,target_x_17,target_y_17,target_z_17,actual_x_18,actual_y_18,actual_z_18,target_x_18,target_y_18,target_z_18,actual_x_19,actual_y_19,actual_z_19,target_x_19,target_y_19,target_z_19,actual_x_20,actual_y_20,actual_z_20,target_x_20,target_y_20,target_z_20,actual_x_21,actual_y_21,actual_z_21,target_x_21,target_y_21,target_z_21,actual_x_22,actual_y_22,actual_z_22,target_x_22,target_y_22,target_z_22,actual_x_23,actual_y_23,actual_z_23,target_x_23,target_y_23,target_z_23,actual_x_24,actual_y_24,actual_z_24,target_x_24,target_y_24,target_z_24,actual_x_25,actual_y_25,actual_z_25,target_x_25,target_y_25,target_z_25,actual_x_26,actual_y_26,actual_z_26,target_x_26,target_y_26,target_z_26,actual_x_27,actual_y_27,actual_z_27,target_x_27,target_y_27,target_z_27,actual_x_28,actual_y_28,actual_z_28,target_x_28,target_y_28,target_z_28
-1.5547751188278198,2.4252047538757324,0.008855064399540424,,,,-2.338279962539673,2.412344217300415,0.008344793692231178,,,,-1.6115081310272217,-0.8031920790672302,0.02918429858982563,,,,-0.027016829699277878,-0.8266530632972717,0.01981126330792904,,,,0.0008318779291585088,-1.6044005155563354,0.02202017791569233,,,,0.8575155735015869,2.3964624404907227,0.0044901189394295216,,,,-1.5731775760650635,0.8546139597892761,0.01796426996588707,,,,-1.594498872756958,0.0049274456687271595,0.023399045690894127,,,,-0.7912577390670776,-0.8159830570220947,0.01884869858622551,,,,-2.3724117279052734,0.8114543557167053,0.02146683633327484,,,,-0.8135374784469604,-1.5891481637954712,0.023438123986124992,,,,-2.3709092140197754,-2.272794485092163,0.037861138582229614,,,,-0.02823714166879654,0.8112265467643738,0.01538105309009552,,,,-2.377521514892578,1.542531967163086,0.010171307250857353,,,,0.013199998065829277,2.409099578857422,0.006158805452287197,,,,-0.008748297579586506,-2.388399362564087,0.022216953337192535,,,,-1.631832480430603,-2.278801679611206,0.037019357085227966,,,,-1.652433156967163,-1.576668620109558,0.031667884439229965,,,,-0.01482740044593811,0.00041685678297653794,0.013557462021708488,,,,-0.840303897857666,-2.316333770751953,0.036845799535512924,,,,-0.8142610788345337,0.040425438433885574,0.02026515081524849,,,,0.0068040089681744576,1.6356215476989746,0.010404009371995926,,,,-0.8407862782478333,2.404571294784546,0.008404696360230446,,,,-1.552971601486206,1.5496217012405396,0.014303730800747871,,,,-2.369323968887329,-0.7979644536972046,0.03051193244755268,,,,-0.8068245649337769,1.614109992980957,0.00910497922450304,,,,-2.3759920597076416,-0.021865826100111008,0.02535342052578926,,,,-2.373398780822754,-1.5024913549423218,0.032668452709913254,,,,-0.7947481274604797,0.8324972987174988,0.01724819652736187,,,
-1.5551105737686157,2.4253931045532227,0.009632804431021214,,,,-2.3398399353027344,2.412952184677124,0.00899572391062975,,,,-1.6112867593765259,-0.8030890226364136,0.030023373663425446,,,,-0.029492735862731934,-0.8306445479393005,0.018287280574440956,,,,0.0011703534983098507,-1.6040167808532715,0.025430064648389816,,,,0.856876790523529,2.395895004272461,0.004343532025814056,,,,-1.5731003284454346,0.854502260684967,0.018774066120386124,,,,-1.5959317684173584,0.007591001223772764,0.022184079512953758,,,,-0.78902667760849,-0.8157694935798645,0.021337073296308517,,,,-2.3726062774658203,0.8114731311798096,0.021631015464663506,,,,-0.8124653100967407,-1.5903877019882202,0.021802127361297607,,,,-2.370041608810425,-2.2718520164489746,0.038311854004859924,,,,-0.01833442412316799,0.8105812072753906,0.017277507111430168,,,,-2.3759469985961914,1.543053388595581,0.009248043410480022,,,,0.014452390372753143,2.411871910095215,0.004606654867529869,,,,-0.008785530924797058,-2.3870503902435303,0.020441055297851562,,,,-1.6317522525787354,-2.2790732383728027,0.03502853214740753,,,,-1.6524103879928589,-1.5764912366867065,0.03237799182534218,,,,-0.015112598426640034,0.001122156041674316,0.011561412364244461,,,,-0.8417482376098633,-2.317931652069092,0.03183506429195404,,,,-0.8108140826225281,0.04325590282678604,0.020419180393218994,,,,0.009565780870616436,1.6368964910507202,0.010247109457850456,,,,-0.8421406745910645,2.4074227809906006,0.008793596178293228,,,,-1.5509830713272095,1.5482021570205688,0.014588465914130211,,,,-2.3694870471954346,-0.7979762554168701,0.03029746748507023,,,,-0.8053773045539856,1.6118873357772827,0.01067805290222168,,,,-2.375708818435669,-0.021439528092741966,0.02572047896683216,,,,-2.3761119842529297,-1.5020626783370972,0.02856147475540638,,,,-0.8010493516921997,0.8334175944328308,0.017899129539728165,,,
-1.5538899898529053,2.4244701862335205,0.009681283496320248,,,,-2.340392827987671,2.4134645462036133,0.009088482707738876,,,,-1.6120160818099976,-0.8012539148330688,0.027787283062934875,,,,-0.031008275225758553,-0.8273251056671143,0.01281604915857315,,,,8.722784696146846e-05,-1.6063950061798096,0.026609592139720917,,,,0.8572315573692322,2.395437479019165,0.005103622563183308,,,,-1.570939540863037,0.8561663031578064,0.018732251599431038,,,,-1.5977396965026855,0.006616454571485519,0.022139234468340874,,,,-0.7886806726455688,-0.8171420097351074,0.022391708567738533,,,,-2.3723526000976562,0.8115578889846802,0.0214377548545599,,,,-0.8134666085243225,-1.5901097059249878,0.02190059795975685,,,,-2.370690107345581,-2.2726821899414062,0.03883647918701172,,,,-0.02228078432381153,0.8112886548042297,0.01774575747549534,,,,-2.3761370182037354,1.543337106704712,0.008989859372377396,,,,0.012283340096473694,2.4065439701080322,0.005516823381185532,,,,-0.008745189756155014,-2.386479139328003,0.019479772076010704,,,,-1.6320343017578125,-2.278623342514038,0.03698410838842392,,,,-1.6523208618164062,-1.576550841331482,0.030876459553837776,,,,-0.008683884516358376,0.0065518831834197044,0.016308901831507683,,,,-0.8405871391296387,-2.3153083324432373,0.0281543992459774,,,,-0.8144465684890747,0.04466191679239273,0.019050991162657738,,,,0.007280379068106413,1.634514570236206,0.010357702150940895,,,,-0.8426039218902588,2.4058749675750732,0.007912757806479931,,,,-1.5506954193115234,1.5471245050430298,0.01527421735227108,,,,-2.3693201541900635,-0.7977888584136963,0.030512552708387375,,,,-0.8053846955299377,1.6116416454315186,0.010838636197149754,,,,-2.375765323638916,-0.021455198526382446,0.026139996945858,,,,-2.3709068298339844,-1.501104712486267,0.03416502848267555,,,,-0.7998238205909729,0.835792601108551,0.01786664128303528,,,
-1.5551890134811401,2.425391912460327,0.009608475491404533,,,,-2.3381404876708984,2.4120113849639893,0.008617191575467587,,,,-1.6118242740631104,-0.8028612732887268,0.02860293537378311,,,,-0.028055401518940926,-0.8244465589523315,0.016231952235102654,,,,-0.0007660179981030524,-1.60506010055542,0.018021952360868454,,,,0.8568015694618225,2.395411491394043,0.004782395903021097,,,,-1.5731582641601562,0.853966236114502,0.01842610538005829,,,,-1.5963565111160278,0.005281927529722452,0.022596117109060287,,,,-0.7874897122383118,-0.8139967322349548,0.02265060506761074,,,,-2.3726885318756104,0.8117406368255615,0.021486112847924232,,,,-0.8136172890663147,-1.5895599126815796,0.022614656016230583,,,,-2.3712007999420166,-2.27290940284729,0.0381401926279068,,,,-0.02768317051231861,0.8120999336242676,0.015550754964351654,,,,-2.3759071826934814,1.5433993339538574,0.008745044469833374,,,,0.012808669358491898,2.4078080654144287,0.00654733506962657,,,,-0.00682973163202405,-2.3887672424316406,0.019548455253243446,,,,-1.6320040225982666,-2.2789363861083984,0.03783625364303589,,,,-1.6521693468093872,-1.5779472589492798,0.03128307685256004,,,,-0.01233743317425251,0.010240084491670132,0.016618428751826286,,,,-0.8408036828041077,-2.3157358169555664,0.024950020015239716,,,,-0.8154206275939941,0.04283174127340317,0.018939979374408722,,,,0.006844610441476107,1.6360527276992798,0.01054573804140091,,,,-0.8417584896087646,2.4047696590423584,0.008479836396872997,,,,-1.5477683544158936,1.5474038124084473,0.014427116140723228,,,,-2.368913173675537,-0.797196626663208,0.03129468858242035,,,,-0.8057010769844055,1.6136095523834229,0.010629666969180107,,,,-2.375955581665039,-0.021439308300614357,0.026628006249666214,,,,-2.371016263961792,-1.5015170574188232,0.03393813222646713,,,,-0.8021988272666931,0.8374826908111572,0.01811186783015728,,,
-1.5539345741271973,2.426751136779785,0.01167561300098896,,,,-2.3381893634796143,2.4121885299682617,0.008527224883437157,,,,-1.611829400062561,-0.8028708100318909,0.028426989912986755,,,,-0.025966307148337364,-0.8258248567581177,0.019299205392599106,,,,0.0003319268871564418,-1.605168342590332,0.02048601396381855,,,,0.8561432957649231,2.3938863277435303,0.006295040715485811,,,,-1.5744291543960571,0.8544237613677979,0.018902435898780823,,,,-1.5938831567764282,0.0037914675194770098,0.024220090359449387,,,,-0.7872757911682129,-0.816189169883728,0.024828214198350906,,,,-2.372006893157959,0.811758816242218,0.020743759348988533,,,,-0.8132676482200623,-1.5900890827178955,0.02213582582771778,,,,-2.3696138858795166,-2.271239995956421,0.03797232359647751,,,,-0.02971075288951397,0.8138845562934875,0.013528545387089252,,,,-2.376770257949829,1.543245553970337,0.008978408761322498,,,,0.012758161872625351,2.408841371536255,0.007217197213321924,,,,-0.005776036996394396,-2.389500379562378,0.018657559528946877,,,,-1.6315137147903442,-2.2789623737335205,0.038167551159858704,,,,-1.652284860610962,-1.5774799585342407,0.03208736330270767,,,,-0.011428403668105602,0.004457807634025812,0.015559913590550423,,,,-0.8414924740791321,-2.317748546600342,0.025234682485461235,,,,-0.8143559098243713,0.04273346811532974,0.019207637757062912,,,,0.00714004784822464,1.6380575895309448,0.010147700086236,,,,-0.8431198000907898,2.406223773956299,0.007176494225859642,,,,-1.553441047668457,1.5474584102630615,0.014806653372943401,,,,-2.3690834045410156,-0.797514796257019,0.03105989284813404,,,,-0.8020526170730591,1.6121209859848022,0.011788245290517807,,,,-2.3759257793426514,-0.021478842943906784,0.026487987488508224,,,,-2.36788010597229,-1.5059937238693237,0.025756021961569786,,,,-0.8022727370262146,0.8324857950210571,0.017184266820549965,,,
-1.5546950101852417,2.425762891769409,0.010379004292190075,,,,-2.338247776031494,2.412196397781372,0.008629814721643925,,,,-1.6117918491363525,-0.8018044829368591,0.028250593692064285,,,,-0.027250846847891808,-0.8247796893119812,0.01827726885676384,,,,0.00048133678501471877,-1.604920506477356,0.020423859357833862,,,,0.8565175533294678,2.3950679302215576,0.005850223824381828,,,,-1.5763028860092163,0.8547802567481995,0.019470039755105972,,,,-1.5949695110321045,0.004377830773591995,0.024121873080730438,,,,-0.7889849543571472,-0.816824734210968,0.022691242396831512,,,,-2.371673822402954,0.8119670152664185,0.020089663565158844,,,,-0.8127083778381348,-1.5909154415130615,0.02038644067943096,,,,-2.370729446411133,-2.272059202194214,0.038299549371004105,,,,-0.02814781479537487,0.8119420409202576,0.014882925897836685,,,,-2.3758742809295654,1.543539047241211,0.008381658233702183,,,,0.01708447001874447,2.410537004470825,0.005342335440218449,,,,-0.008545729331672192,-2.3880977630615234,0.020496226847171783,,,,-1.6315981149673462,-2.279381513595581,0.03682870790362358,,,,-1.652527928352356,-1.5769671201705933,0.031722329556941986,,,,-0.01154877245426178,0.0036924497690051794,0.015505355782806873,,,,-0.8411333560943604,-2.31615948677063,0.025591662153601646,,,,-0.8115410804748535,0.04267124459147453,0.02046305127441883,,,,0.00865396298468113,1.637640118598938,0.009740272536873817,,,,-0.8430051803588867,2.4060497283935547,0.006882279179990292,,,,-1.5523980855941772,1.5451891422271729,0.0164424329996109,,,,-2.3697996139526367,-0.798226535320282,0.030193593353033066,,,,-0.8047870397567749,1.6118149757385254,0.011943275108933449,,,,-2.3761086463928223,-0.021423127502202988,0.02689475007355213,,,,-2.3716440200805664,-1.501098394393921,0.034731265157461166,,,,-0.8015600442886353,0.832118034362793,0.01828698441386223,,,
-1.5549854040145874,2.4259066581726074,0.00968148373067379,,,,-2.338702440261841,2.412018060684204,0.00912459846585989,,,,-1.611509084701538,-0.8010228276252747,0.027769556269049644,,,,-0.026561878621578217,-0.826378583908081,0.019581619650125504,,,,0.002079069148749113,-1.6018544435501099,0.018883144482970238,,,,0.8559474349021912,2.393348217010498,0.005716137588024139,,,,-1.5752663612365723,0.8557597398757935,0.01832583360373974,,,,-1.595146656036377,0.005654366686940193,0.023558827117085457,,,,-0.7897149324417114,-0.8143880367279053,0.01956559531390667,,,,-2.372098445892334,0.8116581439971924,0.021091004833579063,,,,-0.8136560916900635,-1.5901068449020386,0.021696167066693306,,,,-2.370689630508423,-2.2723278999328613,0.03844602406024933,,,,-0.02701474167406559,0.810303807258606,0.015934742987155914,,,,-2.376075506210327,1.543268084526062,0.008814220316708088,,,,0.014293726533651352,2.4111456871032715,0.005493007134646177,,,,-0.008862367831170559,-2.3877618312835693,0.020980145782232285,,,,-1.6305257081985474,-2.2809271812438965,0.03531336039304733,,,,-1.6526511907577515,-1.577103614807129,0.032889124006032944,,,,-0.012166907079517841,0.002649354049935937,0.014837869442999363,,,,-0.8418845534324646,-2.313990354537964,0.025138188153505325,,,,-0.8145121932029724,0.04196785390377045,0.019131800159811974,,,,0.010096084326505661,1.6360599994659424,0.010421328246593475,,,,-0.843644917011261,2.406827449798584,0.006040574051439762,,,,-1.552383542060852,1.5457888841629028,0.015571129508316517,,,,-2.3697218894958496,-0.7977478504180908,0.030594652518630028,,,,-0.8050781488418579,1.6110749244689941,0.011127130128443241,,,,-2.3764922618865967,-0.021379193291068077,0.027733244001865387,,,,-2.3723320960998535,-1.500739574432373,0.0354970321059227,,,,-0.8014472126960754,0.8293326497077942,0.019090984016656876,,,
-1.5555022954940796,2.4253897666931152,0.00902578979730606,,,,-2.338622808456421,2.41182804107666,0.00908843893557787,,,,-1.6115859746932983,-0.8034123182296753,0.0291580930352211,,,,-0.0248972550034523,-0.824744462966919,0.019640952348709106,,,,0.002500798087567091,-1.6009197235107422,0.018897060304880142,,,,0.8583894371986389,2.395517110824585,0.0049185738898813725,,,,-1.5731490850448608,0.8542675375938416,0.018155235797166824,,,,-1.5982319116592407,0.005692402832210064,0.022074537351727486,,,,-0.7918168306350708,-0.8143062591552734,0.017201697453856468,,,,-2.372286558151245,0.811683714389801,0.02123468555510044,,,,-0.8135599493980408,-1.5899962186813354,0.02217201143503189,,,,-2.3724584579467773,-2.274646043777466,0.03814711049199104,,,,-0.027127008885145187,0.8110489845275879,0.015730468556284904,,,,-2.376187801361084,1.5429681539535522,0.00938508938997984,,,,0.01189509965479374,2.4074413776397705,0.006311977747827768,,,,-0.00898952316492796,-2.38753342628479,0.021278176456689835,,,,-1.6333388090133667,-2.2774252891540527,0.034174203872680664,,,,-1.6525545120239258,-1.5769143104553223,0.03374891355633736,,,,-0.008392994292080402,0.0005648325895890594,0.015398510731756687,,,,-0.8421701788902283,-2.311619281768799,0.024853134527802467,,,,-0.816699743270874,0.04508189111948013,0.017787529155611992,,,,0.007026867941021919,1.6346937417984009,0.010232345201075077,,,,-0.8424407839775085,2.405341386795044,0.0077850064262747765,,,,-1.5538721084594727,1.5475858449935913,0.013581403531134129,,,,-2.3692309856414795,-0.7976710796356201,0.03075338341295719,,,,-0.8054105043411255,1.6111304759979248,0.011302904225885868,,,,-2.3770079612731934,-0.0213030818849802,0.029302557930350304,,,,-2.3730764389038086,-1.5020065307617188,0.03458768501877785,,,,-0.8040630221366882,0.8320397138595581,0.016989562660455704,,,
-1.5555022954940796,2.4253897666931152,0.00902578979730606,,,,-2.338622808456421,2.41182804107666,0.00908843893557787,,,,-1.6115859746932983,-0.8034123182296753,0.0291580930352211,,,,-0.0248972550034523,-0.824744462966919,0.019640952348709106,,,,0.002500798087567091,-1.6009197235107422,0.018897060304880142,,,,0.8583894371986389,2.395517110824585,0.0049185738898813725,,,,-1.5731490850448608,0.8542675375938416,0.018155235797166824,,,,-1.5973460674285889,0.003721036482602358,0.024781737476587296,,,,-0.7918168306350708,-0.8143062591552734,0.017201697453856468,,,,-2.372286558151245,0.811683714389801,0.02123468555510044,,,,-0.8135599493980408,-1.5899962186813354,0.02217201143503189,,,,-2.3726370334625244,-2.2750933170318604,0.03775448724627495,,,,-0.027127008885145187,0.8110489845275879,0.015730468556284904,,,,-2.376187801361084,1.5429681539535522,0.00938508938997984,,,,0.01189509965479374,2.4074413776397705,0.006311977747827768,,,,-0.00898952316492796,-2.38753342628479,0.021278176456689835,,,,-1.6333388090133667,-2.2774252891540527,0.034174203872680664,,,,-1.6525545120239258,-1.5769143104553223,0.03374891355633736,,,,-0.011736844666302204,0.00033594542765058577,0.014433511532843113,,,,-0.8421701788902283,-2.311619281768799,0.024853134527802467,,,,-0.816699743270874,0.04508189111948013,0.017787529155611992,,,,0.008294372819364071,1.6362208127975464,0.010431243106722832,,,,-0.8424407839775085,2.405341386795044,0.0077850064262747765,,,,-1.5538721084594727,1.5475858449935913,0.013581403531134129,,,,-2.3692309856414795,-0.7976710796356201,0.03075338341295719,,,,-0.8054105043411255,1.6111304759979248,0.011302904225885868,,,,-2.3770079612731934,-0.0213030818849802,0.029302557930350304,,,,-2.3730764389038086,-1.5020065307617188,0.03458768501877785,,,,-0.8040630221366882,0.8320397138595581,0.016989562660455704,,,
-1.555529236793518,2.4252243041992188,0.008948094211518764,,,,-2.339495897293091,2.4127204418182373,0.008980941958725452,,,,-1.6113759279251099,-0.8034202456474304,0.029402010142803192,,,,-0.02534855157136917,-0.8244882822036743,0.019563795998692513,,,,0.0007969007128849626,-1.6046171188354492,0.021014202386140823,,,,0.8561949133872986,2.394700050354004,0.005838462151587009,,,,-1.5759888887405396,0.8547313213348389,0.01909184455871582,,,,-1.5938689708709717,0.0030200618784874678,0.024084193632006645,,,,-0.7882382273674011,-0.8162179589271545,0.022763071581721306,,,,-2.3723745346069336,0.8118784427642822,0.021204477176070213,,,,-0.8137984275817871,-1.5889427661895752,0.0236514899879694,,,,-2.3719539642333984,-2.274228572845459,0.03736145421862602,,,,-0.027850955724716187,0.8117178678512573,0.015242839232087135,,,,-2.376836061477661,1.5429112911224365,0.009905585087835789,,,,0.011492474935948849,2.406521797180176,0.006087451707571745,,,,-0.00885507557541132,-2.387643337249756,0.020922822877764702,,,,-1.632270097732544,-2.2783541679382324,0.03730384632945061,,,,-1.6520962715148926,-1.5768662691116333,0.03429744392633438,,,,-0.012451511807739735,0.001107161515392363,0.01338469609618187,,,,-0.8413392305374146,-2.315687894821167,0.027643810957670212,,,,-0.8151888847351074,0.04281219467520714,0.018858671188354492,,,,0.008038224652409554,1.63703191280365,0.010258861817419529,,,,-0.8425312638282776,2.4051718711853027,0.008049159310758114,,,,-1.5551255941390991,1.5491859912872314,0.01109299622476101,,,,-2.3692054748535156,-0.7972406148910522,0.0309364665299654,,,,-0.8063083291053772,1.6132566928863525,0.009034835733473301,,,,-2.377354383468628,-0.021221663802862167,0.030485371127724648,,,,-2.373100757598877,-1.5020666122436523,0.03435521945357323,,,,-0.8054596781730652,0.8320506811141968,0.016414005309343338,,,
