actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3,actual_x_4,actual_y_4,actual_z_4,target_x_4,target_y_4,target_z_4,actual_x_5,actual_y_5,actual_z_5,target_x_5,target_y_5,target_z_5
-1.611417293548584,-1.6047693490982056,1.0707324743270874,-1.611417293548584,-1.6047693490982056,1.0707324743270874,-0.033512115478515625,-0.8403692841529846,0.011111640371382236,-0.033512115478515625,-0.8403692841529846,0.011111640371382236,-0.8019419312477112,-1.619022250175476,0.007376857567578554,-0.8019419312477112,-1.619022250175476,0.007376857567578554,-2.350804567337036,-1.5341399908065796,0.019564159214496613,-2.350804567337036,-1.5341399908065796,0.019564159214496613,-1.6199880838394165,-0.7742481231689453,0.011843842454254627,-1.6199880838394165,-0.7742481231689453,0.011843842454254627,-0.7588844299316406,-0.5923551917076111,-0.022815098986029625,-0.7588844299316406,-0.5923551917076111,-0.022815098986029625
