actual_x_0,actual_y_0,actual_z_0,target_x_0,target_y_0,target_z_0,actual_x_1,actual_y_1,actual_z_1,target_x_1,target_y_1,target_z_1,actual_x_2,actual_y_2,actual_z_2,target_x_2,target_y_2,target_z_2,actual_x_3,actual_y_3,actual_z_3,target_x_3,target_y_3,target_z_3
-1.52621328830719,2.4334328174591064,0.015944907441735268,-1.603399395942688,2.4548816680908203,1.0723707688557915,-2.429837465286255,2.424088954925537,0.06650486588478088,-2.417954444885254,2.4420394897460938,1.068317528318148,-1.6093825101852417,-0.794142484664917,0.028051327913999557,-1.61673903465271,-0.8314789533615112,1.0660319933402351,-0.035672303289175034,-0.8195855617523193,0.0177161768078804,0.0561621896922588,-0.8238773345947266,1.0558349019992166
